rep,seed,sx2,trunc,lam_mean,lam_min,lam_max,meff_mean,cens
0,1969,0.04045001601629651,0,0.7884506267756418,0.6201201084809004,0.9525886814602158,19.257210608761596,0.5
1,2969,0.023797789199468317,0,0.6751139831330213,0.49531824806595115,0.8715917988199645,19.944853633740564,0.42000000000000004
2,3969,0.02798352338204621,0,0.7368425435572524,0.5697802008835953,0.9519934009355389,20.323528482635695,0.33999999999999997
3,4969,0.011992227781722821,0,0.5176001575120641,0.3470955963302699,0.8168107683978622,19.182264451249154,0.42000000000000004
4,5969,0.034404587024934215,0,0.8017543397163869,0.5872871439974247,0.9844292984873052,20.230115927702137,0.54
5,6969,0.020270333405606245,0,0.6211827370130086,0.4542796747230399,0.968421374370973,16.75230742251714,0.52
6,7969,0.03629448368963774,0,0.7754723283727318,0.6018333536120837,0.9899101694796046,19.24092720484328,0.24
7,8969,0.019808962256038162,0,0.6420965939600444,0.44974990159243056,0.9227685249532441,20.297184542044405,0.36
8,9969,0.029300727469609322,0,0.7407424090559616,0.545300987904397,0.9437646708036325,21.24973741547025,0.42000000000000004
9,10969,0.030378566653166197,0,0.7427204499467078,0.5733219223715931,0.9615948059774937,19.19329020175755,0.33999999999999997
10,11969,0.03193198749430594,0,0.7602061026806323,0.5631613304949381,0.9077413730524023,21.113790318642785,0.45999999999999996
11,12969,0.017485461513745543,0,0.606123459369558,0.41292968600485813,0.9908676749177925,18.399310762627234,0.4
12,13969,0.019992369753116378,0,0.654402951351088,0.45608433261511816,0.9344953417116417,20.366896346718136,0.5
13,14969,0.017220360353333238,0,0.6266018106268632,0.41441471127039686,0.8659858778346177,21.196444382481943,0.43999999999999995
14,15969,0.027831430165088808,0,0.7296887492751138,0.5465314837382764,0.9432944621638407,21.104594871856538,0.45999999999999996
15,16969,0.03319386301168605,0,0.7820230657792477,0.5792642316369683,0.991853510276062,22.552084409477903,0.42000000000000004
16,17969,0.019174326796029408,0,0.6461490368225303,0.456131975985802,0.9324991738297177,21.503808328298128,0.42000000000000004
17,18969,0.029237651338233556,0,0.7342926999636855,0.5501063753403022,0.9685725407270865,20.20538967292338,0.42000000000000004
18,19969,0.031183978660019172,0,0.7520582130822049,0.5673417061567979,0.9500902613444748,20.10941709670394,0.42000000000000004
19,20969,0.02690179762983093,0,0.7392273233171528,0.5194248350234661,0.8924786517807389,24.390694339230457,0.31999999999999995
20,21969,0.035390051765528945,0,0.774944949799401,0.5978520203783994,0.9781662705987758,19.24313304196935,0.38
21,22969,0.018747171718643575,0,0.6214697483166042,0.4559404514703865,0.9522448161181315,18.326838436642536,0.42000000000000004
22,23969,0.020307360298778547,0,0.6213958266670626,0.4522803196183049,0.9206065450527563,17.085592683980195,0.45999999999999996
23,24969,0.041445643408165034,0,0.8041017619660432,0.6369346843801097,0.9423879593638242,20.4050530225525,0.33999999999999997
24,25969,0.02172003514596356,0,0.653912665413721,0.4894890096882435,0.8056227105871627,18.503208261190846,0.5
25,26969,0.02375397933892718,0,0.7106356188973123,0.5112917739015659,0.9632898447091309,21.6485597464038,0.43999999999999995
26,27969,0.013353196936664882,0,0.5557075788703532,0.3656101642951391,0.9011416202309929,20.59076226047334,0.38
27,28969,0.022067573052991066,0,0.6720838332875158,0.4719532156667885,0.9674499918453341,19.229637562819207,0.42000000000000004
28,29969,0.033630356414794754,0,0.7635026234463124,0.6102461875653526,0.9068669544341965,20.27158546252216,0.45999999999999996
29,30969,0.02519984058220119,0,0.7002224355113096,0.5253973611627671,0.9550804272543941,20.3319531433881,0.45999999999999996
30,31969,0.022000419204041596,0,0.6471424025646115,0.471097057095641,0.8937413763778481,18.410629067342033,0.36
31,32969,0.022589298153731157,0,0.6900123851826259,0.48371611762088373,0.9323832320254934,20.33645404150191,0.48
32,33969,0.036383076296553664,0,0.800500659783971,0.6045004846095919,0.9382863639069022,23.035415686240377,0.43999999999999995
33,34969,0.027045788984192118,0,0.707633336828997,0.5397401864858551,0.9389180575558772,18.932721870210404,0.43999999999999995
34,35969,0.02423144613797347,0,0.7186169307343881,0.5303696486891629,0.934757022490875,23.932371295281893,0.31999999999999995
35,36969,0.030543581866018486,0,0.7401271410877027,0.5561525820674911,0.9868933138777014,20.04941334474363,0.31999999999999995
36,37969,0.036119575769592904,0,0.7732949342422202,0.6007976333017986,0.9732920552615676,19.486248793010176,0.5800000000000001
37,38969,0.025334740240345065,0,0.7105175159136679,0.515815708846438,0.987036992552764,19.206519866165742,0.36
38,39969,0.025234135129748453,0,0.6803504234072422,0.5114955197036509,0.8899004831549145,18.233967034000802,0.42000000000000004
39,40969,0.032334229150121505,0,0.756030738210327,0.5705175345616772,0.9641920024861709,19.958400933567173,0.30000000000000004
40,41969,0.023503475044602498,0,0.6871565179057846,0.5053799699916544,0.9732869118738238,20.56202507426673,0.36
41,42969,0.03984482847312268,0,0.7972710331902786,0.6365643467318172,0.9586213105700115,20.272197436626183,0.45999999999999996
42,43969,0.02964040099549303,0,0.7474378468817763,0.5482268695052172,0.9301717577528951,21.62375992654743,0.31999999999999995
43,44969,0.026761517695502154,0,0.7264115106646135,0.5271831212245078,0.9620862664767865,22.084393794772236,0.45999999999999996
44,45969,0.01680031677128511,0,0.6156029544114019,0.4025640872505357,0.9809338497779438,19.393114441281995,0.5
45,46969,0.03163571748126701,0,0.7463526516065292,0.5764762034340525,0.959550065728387,19.137411205341518,0.5
