rep,seed,method,beta_hat,se,ci_lo,ci_hi,p_val
17,21345,StdRC,-1.8333161905704758,1.1758946091102178,-4.138027274041308,0.47139489290035597,0.11897695895069488
17,21345,GRC,-1.7803125972117189,1.121623513160338,-3.9786542872192685,0.418029092795831,0.1124528704726393
18,22345,Oracle,-0.489344461160883,1.1800065037543532,-2.802114710042443,1.8234257877206772,0.6783641605882695
18,22345,Naive,-0.2549088920736642,0.9789295997714286,-2.1735756510258737,1.6637578668785453,0.7945586905202195
18,22345,StdRC,-0.3156890707816966,1.2123444309790272,-2.6918404923582955,2.060462350794902,0.7945586905202198
18,22345,GRC,-0.39127578680217756,1.1662616239585368,-2.6771065663121054,1.8945549927077505,0.73725117047326
19,23345,Oracle,-0.6427735382291332,1.6769374635853476,-3.929510571182363,2.643963494724096,0.7014958323888115
19,23345,Naive,0.9316935051583918,1.122550321643682,-1.268464696097079,3.1318517064138622,0.4065504999072219
19,23345,StdRC,1.2409936590076258,1.4952104134717041,-1.689564900706157,4.171552218721409,0.4065504999072219
19,23345,GRC,1.2827823756307006,1.3935638558804304,-1.4485525920517095,4.014117343313111,0.35730896692004177
20,24345,Oracle,-1.9510465639310852,1.2299728041969638,-4.3617489621208705,0.4596558342586996,0.11268220342017758
20,24345,Naive,-1.2762968208715093,0.9352883019703696,-3.109428207895056,0.5568345661520375,0.17237799648339672
20,24345,StdRC,-1.4599627149128354,1.0698812582158324,-3.5568914487502648,0.6369660189245938,0.17237799648339686
20,24345,GRC,-1.4443352296624161,1.0489234866376482,-3.500187486010387,0.611517026685555,0.16852180138595407
21,25345,Oracle,1.1593776327031053,1.0198982497956455,-0.8395862047917952,3.158341470198006,0.25563940888922676
21,25345,Naive,-0.35256864417216033,1.0325901395760413,-2.376408128532389,1.6712708401880683,0.7327715889748473
21,25345,StdRC,-0.42908393192848315,1.2566853135797211,-2.8921418864451605,2.033974022588194,0.732771588974847
21,25345,GRC,-0.3645734019500696,1.2070810305018311,-2.730408748155153,2.0012619442550137,0.7626300029861731
22,26345,Oracle,0.9849938171512318,1.4827972850216546,-1.9212354578649848,3.8912230921674484,0.5065105855017276
22,26345,Naive,0.29473464135009064,0.997748872250649,-1.6608172138766368,2.250286496576818,0.7676886207728628
22,26345,StdRC,0.36981783343586105,1.2519238476977066,-2.0839078194384517,2.823543486310174,0.767688620772863
22,26345,GRC,0.7169185594210243,1.1910804172521066,-1.6175561610840448,3.0513932799260934,0.5472366487724264
23,27345,Oracle,2.37406904560855,1.577106926779288,-0.717003730647503,5.465141821864602,0.1322388200251677
23,27345,Naive,0.6718234122217968,1.2807074944897638,-1.8383171517086703,3.1819639761522636,0.5998806902529115
23,27345,StdRC,0.9129478754083892,1.7403668357541893,-2.4981084425577573,4.3240041933745355,0.5998806902529112
23,27345,GRC,1.0569352103897025,1.8000488176523817,-2.4710956426228723,4.584966063402278,0.5570893347845685
24,28345,Oracle,-1.8365149201002886,1.2188156002910464,-4.225349600466306,0.5523197602657284,0.13186117781503928
24,28345,Naive,-1.7409295125781519,0.9973804708572804,-3.6957593143420224,0.21390028918571868,0.08089754102367276
24,28345,StdRC,-2.118574468268595,1.2137336896418938,-4.497448786789622,0.2602998502524323,0.08089754102367276
24,28345,GRC,-2.0775208600398813,1.1801517171521008,-4.3905757219511,0.23553400187133677,0.07834262562770065
25,29345,Oracle,-0.7640929196715724,1.1318877469374842,-2.9825521382112283,1.4543662988680834,0.49963720941132916
25,29345,Naive,-0.7938576886660982,1.043189137524706,-2.8384708272779235,1.250755449945727,0.4466623605961133
25,29345,StdRC,-1.021989040626033,1.342971014920526,-3.654163862151468,1.6101857808994018,0.4466623605961131
25,29345,GRC,-0.9860811088273341,1.2414504808829492,-3.4192793399478454,1.447117122293177,0.4270222143335044
26,30345,Oracle,-0.19288072884000332,1.4581469895341292,-3.0507963124923996,2.665034854812393,0.8947644288704214
26,30345,Naive,0.8565335901444279,0.9192822912212479,-0.9452265922746795,2.6582937725635354,0.35147006113668766
26,30345,StdRC,1.0142697844861592,1.0885740642602213,-1.1192961759682651,3.1478357449405836,0.3514700611366878
26,30345,GRC,0.9168834993360043,1.0296289160177046,-1.1011520934997123,2.934919092171721,0.3731980159429612
27,31345,Oracle,-1.0800164582838467,1.4550500070185617,-3.931862067744981,1.7718291511772872,0.45793355217566456
27,31345,Naive,-0.8551520423060263,1.162684161557917,-3.1339711243546935,1.4236670397426412,0.46203617021336496
27,31345,StdRC,-1.0986037830952418,1.4936866840520733,-4.026175888024364,1.8289683218338806,0.46203617021336485
27,31345,GRC,-0.9894370241715147,1.4238711384329512,-3.7801731741261446,1.8012991257831152,0.48712282766254567
28,32345,Oracle,0.6576059574991497,1.1434302347394103,-1.583476121424274,2.8986880364225733,0.5652122948956075
28,32345,Naive,0.4485883422167244,0.9781586071260157,-1.4685672989181304,2.3657439833515794,0.6465179084290904
28,32345,StdRC,0.5256946307405396,1.1462908849520705,-1.7209942195720656,2.7723834810531445,0.6465179084290904
28,32345,GRC,0.5231435792801111,1.1054659658885357,-1.643529899996203,2.689817058556425,0.6360465669757154
29,33345,Oracle,-2.065320756541816,1.2950717340182791,-4.60361471261348,0.4729731995298474,0.11076726963962857
29,33345,Naive,-2.0587441921541196,1.1270860626735195,-4.267792282471272,0.1503038981630329,0.06775875993177756
29,33345,StdRC,-2.7070841470994336,1.48202813361078,-5.611805913051677,0.19763761885281017,0.06775875993177752
29,33345,GRC,-2.5725710697866324,1.3891718526455927,-5.2952978693087775,0.15015572973551228,0.06404393539071017
30,34345,Oracle,0.03435118820744438,1.3368450589124248,-2.585816980171235,2.654519356586124,0.9795000425151904
30,34345,Naive,-1.060653817877516,1.0248933711816302,-3.0694079133873524,0.9481002776323206,0.30071941165877664
30,34345,StdRC,-1.3759163199241145,1.329526648395748,-3.981740667266028,1.2299080274177991,0.3007194116587765
30,34345,GRC,-1.1671895706593762,1.2454793868055059,-3.608284312285199,1.2739051709664464,0.34868612778013075
31,35345,Oracle,-0.2135452147151337,1.3094055095734674,-2.7799328546374467,2.3528424252071796,0.8704510185729873
31,35345,Naive,-0.3619425766098362,0.9820043370661142,-2.2866357099215517,1.5627505567018791,0.7124442836472313
31,35345,StdRC,-0.45255513148202015,1.2278497490941325,-2.8590964181330616,1.9539861551690212,0.7124442836472324
31,35345,GRC,-0.6373484751148498,1.2417458335555667,-3.071125586836429,1.7964286366067292,0.6077638229972859
32,36345,Oracle,-2.689043919436116,1.3157660578296044,-5.267898004862387,-0.11018983400984528,0.04098222956545268
32,36345,Naive,-2.4260318810530412,1.0546114975854017,-4.493032434002279,-0.35903132810380356,0.02142537604930656
32,36345,StdRC,-2.9385511654871506,1.2774068921223616,-5.4422226676502214,-0.4348796633240797,0.02142537604930656
32,36345,GRC,-2.7441851179659946,1.1961243456952033,-5.08854575656013,-0.39982447937185883,0.021777254465588664
33,37345,Oracle,-1.9361655908594704,1.3469825647166127,-4.576202905507424,0.7038717237884831,0.15060165920473853
33,37345,Naive,-2.180242774297607,1.160345948450909,-4.454479042868359,0.09399349427314485,0.06025005508227933
33,37345,StdRC,-2.903095130197427,1.5450548498560601,-5.931346990054246,0.12515672965939162,0.06025005508227952
33,37345,GRC,-2.9342964852733067,1.4928981716714098,-5.860323134334965,-0.008269836211648673,0.04935599843495013
34,38345,Oracle,0.498968168401566,1.2634658239018428,-1.977379342143272,2.975315678946404,0.6929017861100499
34,38345,Naive,1.036831455965437,0.9814860268320549,-0.8868458079547037,2.9605087198855777,0.2907903370303091
34,38345,StdRC,1.2436937438272195,1.1773061322568057,-1.0637838741742691,3.5511713618287084,0.2907903370303091
34,38345,GRC,1.2025272742013104,1.0928822242548752,-0.9394825246822718,3.3445370730848927,0.27118988937878863
35,39345,Oracle,0.8300127316849865,1.2186830386398286,-1.558562132618913,3.2185875959888857,0.49582497933736913
35,39345,Naive,0.10072930526177688,0.9184596975427319,-1.6994186231735289,1.9008772336970825,0.9126695129715995
35,39345,StdRC,0.12582920710126463,1.1473230674621095,-2.122882683756489,2.374541097959018,0.9126695129715994
35,39345,GRC,0.11899249611697853,1.1030926762753779,-2.043029420992663,2.2810144132266204,0.9140974562545408
36,40345,Oracle,-2.6330679573028775,1.1815021855063044,-4.9487696885505965,-0.31736622605515885,0.025842098798161087
36,40345,Naive,-1.6211884075101894,1.0602506013836697,-3.6992414008091155,0.45686458578873634,0.12624919089431294
36,40345,StdRC,-1.900578166797859,1.242970363585848,-4.336755313276777,0.5355989796810592,0.12624919089431358
36,40345,GRC,-1.8357966430851045,1.2027374345265316,-4.1931186976152075,0.5215254114449985,0.12692306211395346
37,41345,Oracle,-2.492880314206025,1.4806442211351418,-5.394889661548262,0.4091290331362125,0.09225015617904586
37,41345,Naive,-2.7042631877565992,1.284983233667375,-5.222784046482471,-0.1857423290307274,0.035333771479133885
37,41345,StdRC,-3.3661054000077315,1.5994704292652082,-6.50100983570436,-0.23120096431110326,0.035333771479133885
37,41345,GRC,-2.8512595020689684,1.4121427756389613,-5.619008483349758,-0.08351052078817833,0.04347667794719212
38,42345,Oracle,-1.3281341229383148,1.080950466841826,-3.4467581070200515,0.7904898611434221,0.21919461717608169
38,42345,Naive,-1.3006469724981893,0.9823157952216197,-3.2259505525773866,0.6246566075810083,0.18548246939862884
38,42345,StdRC,-1.608240858960368,1.2146265909827836,-3.988865231951287,0.772383514030551,0.18548246939862859
38,42345,GRC,-1.3328768224883099,1.1381402975542847,-3.563590815048409,0.8978371700717889,0.24155832961301393
39,43345,Oracle,-3.3519601032502098,1.6462817646747694,-6.578613070417802,-0.125307136082617,0.041742400273449026
39,43345,Naive,-1.6648997573949544,1.0829305744500335,-3.7874046810742916,0.45760516628438275,0.1241948683660583
39,43345,StdRC,-2.028685753143581,1.3195544165781354,-4.614964885277489,0.5575933789903273,0.12419486836605882
39,43345,GRC,-1.8535162372985916,1.239863770827811,-4.283604573857125,0.5765720992599415,0.134931303422685
40,44345,Oracle,-0.5819833541127425,1.3027662654268406,-3.1353583146230983,1.9713916063976136,0.6550708052352565
40,44345,Naive,-0.9035224419835727,1.1351117936531163,-3.1283006759703422,1.321255792003197,0.4260456283234684
40,44345,StdRC,-1.2989192509883727,1.6318560472754493,-4.4972983316021455,1.8994598296254,0.4260456283234685
40,44345,GRC,-1.1080878107682492,1.4350484803273187,-3.92073114827873,1.7045555267422317,0.44001934895421146
41,45345,Oracle,-3.2208750806538897,1.0588320426169802,-5.29614774986015,-1.145602411447629,0.0023507973600495314
41,45345,Naive,-1.7216061957366422,0.7365856927107325,-3.1652876249771653,-0.2779247664961191,0.01942468707165402
41,45345,StdRC,-2.0684298727392343,0.884973494175474,-3.8029460485957305,-0.33391369688273786,0.01942468707165402
41,45345,GRC,-1.8400973135952645,0.8292615624639732,-3.4654201097880644,-0.21477451740246467,0.02648952168240024
42,46345,Oracle,-2.5051274977340245,1.3839580176934558,-5.217635368528645,0.20738037306059587,0.0702774701643039
42,46345,Naive,-2.8706170227998826,1.1570201118708576,-5.138334771455268,-0.6028992741444976,0.013099845052733032
42,46345,StdRC,-3.937914264285797,1.5872009280282964,-7.048770919449808,-0.8270576091217858,0.013099845052733032
42,46345,GRC,-3.747958745767033,1.3927128422057269,-6.477625757296673,-1.0182917342373932,0.00712123658548828
43,47345,Oracle,0.3422391710749967,1.2967818314207198,-2.199406514315506,2.883884856465499,0.7918460147474483
43,47345,Naive,0.15813029692209465,1.043133159593793,-1.8863731269612118,2.202633720805401,0.8795090044359346
43,47345,StdRC,0.20896655386190058,1.3784830979403113,-2.49281067139831,2.910743779122111,0.8795090044359343
43,47345,GRC,0.4232451045360608,1.3254468832169548,-2.1745830499900376,3.021073259062159,0.7494819198276961
44,48345,Oracle,-0.8662171621851807,1.230447333504605,-3.277849620727551,1.5454152963571897,0.4814417626894998
44,48345,Naive,-0.8864344166758034,1.063683870237352,-2.971216493277189,1.1983476599255825,0.4046402285551641
44,48345,StdRC,-1.1963491031581246,1.435568407840402,-4.010011479868821,1.6173132735525713,0.404640228555164
44,48345,GRC,-0.9366875583545032,1.3187072219498732,-3.521306219529122,1.6479311028201158,0.4775135036319592
45,49345,Oracle,0.007521416250448504,1.0928434968745588,-2.134412478362498,2.1494553108633947,0.9945086606255626
45,49345,Naive,0.8702131758475165,0.9797013754713398,-1.0499662356806623,2.7903925873756954,0.37440989565551275
45,49345,StdRC,1.0912022618714248,1.2284947947745135,-1.3166032910815468,3.499007814824396,0.3744098956555131
45,49345,GRC,0.980542720738385,1.1883556402100106,-1.3485915348982742,3.3096769763750444,0.40930025840271167
46,50345,Oracle,-0.34244080012417527,1.098470097474297,-2.495402629268,1.8105210290196494,0.755235543948148
46,50345,Naive,-0.35758305227284104,0.8710121066225223,-2.064735411351346,1.3495693068056642,0.6814117684586949
46,50345,StdRC,-0.44537502759846714,1.0848585763779737,-2.5716587656186913,1.6809087104217568,0.6814117684586949
46,50345,GRC,-0.3705425379920811,1.0547813590849417,-2.437876013362777,1.6967909373786147,0.7253648264352754
47,51345,Oracle,-1.7578916231656174,1.0775065933867802,-3.869765739308151,0.3539824929769162,0.10279667558469388
47,51345,Naive,-0.9595941826747071,0.8423165104656585,-2.610504206770853,0.691315841421439,0.254606273343342
47,51345,StdRC,-1.136933519657635,0.9979821597502267,-3.092942609981578,0.8190755706663082,0.2546062733433419
47,51345,GRC,-1.1141530153464512,0.9622215595180649,-3.000072617149822,0.7717665864569201,0.24690625932159982
48,52345,Oracle,-1.8408611827602117,1.5181086859204105,-4.816299531781645,1.1345771662612214,0.22528213625143434
48,52345,Naive,0.2926464418431156,1.4025346559749374,-2.4562709709370365,3.041563854623268,0.8347172525691721
48,52345,StdRC,0.4434686450669808,2.125363765325146,-3.7221677890167446,4.609105079150706,0.8347172525691723
48,52345,GRC,0.507995754140394,2.036224010174012,-3.4829299702563903,4.498921478537178,0.8029900458984673
49,53345,Oracle,-2.8707386679593347,1.4823610334595732,-5.776112905625672,0.034635569707002656,0.05279439904882823
49,53345,Naive,-3.295415260871971,1.3155459047605298,-5.87383785421177,-0.7169926675321725,0.012245855972499702
49,53345,StdRC,-3.9613042442306066,1.581372046759645,-7.060736502037901,-0.8618719864233122,0.012245855972499692
49,53345,GRC,-3.7953091020816667,1.5304234980567084,-6.794884039366621,-0.7957341647967127,0.013141637556815378
50,54345,Oracle,-3.167627109035404,1.376878699430636,-5.8662597709998,-0.46899444707100724,0.02141507396201814
50,54345,Naive,-2.68547525560985,1.3244702759281812,-5.2813892950229135,-0.08956121619678692,0.04260268357762651
50,54345,StdRC,-3.6710216715317356,1.8105395222224137,-7.219613927674024,-0.12242941538944807,0.04260268357762663
50,54345,GRC,-3.3538893359230064,1.7244077263034125,-6.733666374140298,0.025887702294284942,0.051780819881741734
51,55345,Oracle,0.1582733615445476,1.2055126912731577,-2.204488096256795,2.52103481934589,0.8955448520664231
51,55345,Naive,0.21635469874503524,0.8467120204609231,-1.4431703666355153,1.875879764125586,0.7983189051518984
51,55345,StdRC,0.26674524876175576,1.0439172795298517,-1.7792950219557855,2.3127855194792972,0.7983189051518984
51,55345,GRC,0.2146578891065893,0.9759058757819634,-1.6980824797270788,2.1273982579402575,0.8259041963721374
52,56345,Oracle,-1.6485145574921973,1.2506790296755108,-4.0998004118757,0.8027712968913052,0.18747163883282927
52,56345,Naive,-0.95822512999119,0.9738307257863013,-2.866898279570842,0.9504480195884618,0.3251277841521077
52,56345,StdRC,-1.1280535190634264,1.1464249296044116,-3.3750050920669397,1.1188980539400868,0.32512778415210786
52,56345,GRC,-1.1296430888325324,1.1204417082475946,-3.3256684837743524,1.0663823061092879,0.31335256406707773
53,57345,Oracle,1.6022416590408615,1.1994682828806191,-0.7486729760032536,3.9531562940849767,0.18161685354216772
53,57345,Naive,1.1233739729686991,0.8430357694512131,-0.5289457728346909,2.7756937187720894,0.18268471939318973
53,57345,StdRC,1.3749050290672287,1.0317971993235147,-0.6473803209561555,3.397190379090613,0.18268471939318967
53,57345,GRC,1.2183462306053008,0.937788223697936,-0.6196849129684454,3.056377374179047,0.1938856296438266
54,58345,Oracle,-0.9888473866564506,1.0931726326129434,-3.131426375462656,1.1537316021497546,0.3656950679180412
54,58345,Naive,-1.11688749532452,1.1913159402203837,-3.451823832364944,1.2180488417159039,0.34848899381529364
54,58345,StdRC,-1.562251350379941,1.6663584686277435,-4.8282539342236355,1.7037512334637541,0.34848899381529364
54,58345,GRC,-1.5956873759808572,1.5189575463916172,-4.572789460953755,1.3814147089920408,0.2934814922083676
55,59345,Oracle,-2.808750264739724,1.2303872251262513,-5.220264913025352,-0.39723561645409555,0.0224410835526565
55,59345,Naive,-1.2109281654559059,1.2837359386784126,-3.727004370925314,1.3051480400135023,0.34553542083877453
55,59345,StdRC,-1.6769655486111765,1.777794095545892,-5.161377947809084,1.8074468505867314,0.345535420838775
55,59345,GRC,-2.035146836670054,1.7287735930046668,-5.4234808163831065,1.3531871430429985,0.23910771082796442
56,60345,Oracle,-0.919362257431805,1.2216974158006704,-3.3138451924067738,1.475120677543164,0.45173323164699286
56,60345,Naive,-1.1389082432345954,1.0488514359873435,-3.1946192829029068,0.916802796433716,0.277539913946729
56,60345,StdRC,-1.3868602935970418,1.2771971922179348,-3.8901207914998746,1.116400204305791,0.277539913946729
56,60345,GRC,-1.398793735169245,1.2158679775454324,-3.7818511811138475,0.9842637107753576,0.2499591113965779
57,61345,Oracle,-3.693422374288927,1.6594471549507057,-6.945879032239769,-0.4409657163380851,0.02603465269227038
57,61345,Naive,-0.7188333081448847,0.930203423252402,-2.541998516015461,1.1043318997256915,0.43965850534349815
57,61345,StdRC,-0.8454763773949648,1.0940853903410386,-2.989844338474847,1.2988915836849175,0.43965850534349815
57,61345,GRC,-0.920165397379157,1.0448328264845628,-2.968000107154088,1.1276693123957737,0.3784899961246839
58,62345,Oracle,-3.249834823851739,1.440448875034455,-6.073062740490508,-0.4266069072129701,0.024062712342247713
58,62345,Naive,-2.093745353302429,0.9984868627642945,-4.050743643356833,-0.13674706324802388,0.03600081017911921
58,62345,StdRC,-2.4758137467361907,1.1806915759207215,-4.789926712390644,-0.1617007810817377,0.03600081017911921
58,62345,GRC,-2.385402799195863,1.1239837626918594,-4.588370493279722,-0.18243510511200345,0.03381463970141262
59,63345,Oracle,0.46048588773685184,1.115449641670742,-1.7257552365059112,2.646727011979615,0.6797345777764117
59,63345,Naive,0.1709578110960831,1.013292683052809,-1.8150593534853825,2.156974975677549,0.8660207139936668
59,63345,StdRC,0.2123686745896462,1.25874110513949,-2.2547185573438995,2.6794559065231915,0.866020713993667
59,63345,GRC,0.0007171925580831295,1.1537298585467006,-2.260551778081941,2.2619861631981073,0.9995040114216306
60,64345,Oracle,-1.236403313951255,1.5237202553546427,-4.22284013696053,1.7500335090580195,0.4171146373126221
60,64345,Naive,-2.3555995719517027,1.335133985692646,-4.972414098444705,0.2612149545412996,0.07767862543850791
60,64345,StdRC,-2.9246733255194295,1.65768019337617,-6.173666802422115,0.3243201513832559,0.07767862543850808
60,64345,GRC,-3.0346343506240996,1.6264754484377517,-6.222467651300727,0.15319895005252748,0.06207309920155215
61,65345,Oracle,0.2804122180846586,1.1175124393994016,-1.909871915413668,2.470696351582985,0.8018718122975438
61,65345,Naive,-0.0609849288187846,0.947004279723296,-1.91707921028174,1.7951093526441706,0.9486535350327221
61,65345,StdRC,-0.07620089115698205,1.1832853041252287,-2.395397470677955,2.2429956883639908,0.9486535350327221
61,65345,GRC,-0.10353381648121915,1.1146467839711778,-2.2882013685481257,2.0811337355856874,0.9259950294359904
62,66345,Oracle,-1.1430901571040182,1.1477157303675127,-3.3925716531144268,1.1063913389063904,0.3192648397754294
62,66345,Naive,-0.5681330107719413,0.8885374145381368,-2.309634342183026,1.173368320639143,0.5225611475165808
62,66345,StdRC,-0.7183973645939529,1.1235448827027517,-2.9205048697056255,1.48371014051772,0.5225611475165808
62,66345,GRC,-0.5317690858206081,1.0510132669925734,-2.5917172363998318,1.5281790647586155,0.6128857901677063
