rep,seed,sx2,trunc,lam_mean,lam_min,lam_max,meff_mean,cens
0,3821,0.02455568420365045,0,0.9354503627840868,0.8336511013298226,0.984323314664447,132.61442460399326,0.45999999999999996
1,4821,0.02576994575259428,0,0.9314907587946313,0.7830085863028368,0.9789703043581419,123.16445290661017,0.42000000000000004
2,5821,0.0342426587883093,0,0.9494480129911619,0.8525456652526546,0.9874576068702884,129.47316676722934,0.62
3,6821,0.028889936606024114,0,0.9455305859327412,0.8690975249145898,0.9789402479934387,132.9018594821545,0.5
4,7821,0.028647042376596363,0,0.9376113145477031,0.8804639499153831,0.9911949064472372,127.64322052708155,0.5
5,8821,0.0337821912422037,0,0.9538910896298567,0.8894232771495408,0.9872676517537944,132.21174949839804,0.4
6,9821,0.021391441140791577,0,0.9194170727720126,0.7988027214412454,0.9881702219923423,134.29911851395738,0.56
7,10821,0.02711923548853385,0,0.9346336522339288,0.8269297649111407,0.9917085390619382,126.44172034403107,0.33999999999999997
8,11821,0.03546054178916579,0,0.9519313952771333,0.8651375546333694,0.997597808896186,129.43694764930805,0.38
9,12821,0.03338182250646229,0,0.9543300274744635,0.9011801447115871,0.992003574707471,133.96165742378713,0.4
10,13821,0.028286821018251203,0,0.9407442912984821,0.7746227057999493,0.9847022483835102,136.5102404750181,0.38
11,14821,0.045237711199247,0,0.9622547753302075,0.8993587469933263,0.9899385563598472,125.55136529286101,0.36
12,15821,0.02235588779634256,0,0.9208357467950167,0.8485435768051866,0.9785023786386037,126.79854197347595,0.42000000000000004
13,16821,0.021052838216100492,0,0.9246521754251151,0.8295719842551129,0.9760698727698539,134.27069183137687,0.43999999999999995
14,17821,0.03582250869165517,0,0.9521494682927907,0.9112217574882614,0.9799594449733091,127.96589672126605,0.36
15,18821,0.017172403775910554,0,0.9027709862503052,0.740958915226106,0.9669672637867617,138.67869400389247,0.28
16,19821,0.03449806020262661,0,0.9503409485139734,0.9116933605955986,0.9886945335003813,124.52172858210584,0.38
17,20821,0.03373171265114041,0,0.9513250933300911,0.8964797173416074,0.990193944135554,136.54590279255027,0.43999999999999995
18,21821,0.019946528368012997,0,0.9133877019739424,0.8050634492734917,0.9673678820690351,129.7188823585345,0.42000000000000004
19,22821,0.0318992879515355,0,0.9444616741255939,0.8467556151011316,0.9884397612500825,127.37136863532578,0.42000000000000004
20,23821,0.03206052092257047,0,0.9483159494708739,0.8848476791026938,0.9889895199896818,130.39571000800942,0.64
21,24821,0.03046033808711746,0,0.9455386899196121,0.8778090715585589,0.9945777188486274,127.35618410060398,0.4
22,25821,0.0201809618471813,0,0.9094758944296667,0.8128908055965683,0.9749698107323435,120.51105057819048,0.42000000000000004
23,26821,0.025375126361523934,0,0.9389169594438964,0.8699477752048416,0.9836751204636615,136.52621357029858,0.42000000000000004
24,27821,0.028398573059853403,0,0.9374056227391712,0.8512760405225073,0.9837720084936811,135.86211451961705,0.4
25,28821,0.02588244641951345,0,0.937538537601021,0.8289157187740244,0.9817982487870331,135.10510596466764,0.45999999999999996
26,29821,0.02658976172556558,0,0.9269128755210371,0.8085721958906489,0.9851204410178434,116.33844227512196,0.42000000000000004
27,30821,0.02994807170926184,0,0.9450538791486871,0.8929655202238392,0.9897139614969142,130.87396339052836,0.33999999999999997
28,31821,0.02706126389821695,0,0.9360596691055381,0.8348361736590946,0.978814513615541,119.8487424419053,0.42000000000000004
29,32821,0.025333495670204532,0,0.9334186385625804,0.8634747683681447,0.9749774460534726,129.02737337936028,0.5
30,33821,0.03132072406920714,0,0.9498533116121628,0.8925157289977297,0.9821569720160542,138.0294711209218,0.4
31,34821,0.02531157475346464,0,0.9275057508142582,0.825415081726311,0.9786483387483043,119.99537481291517,0.33999999999999997
32,35821,0.03421580495444192,0,0.9525426482695981,0.8717097803196825,0.9869625029041873,137.77723514630827,0.31999999999999995
33,36821,0.0239660609627582,0,0.9290435546485107,0.8241652945082844,0.9832276961969889,127.29448694144274,0.43999999999999995
34,37821,0.035632241390920145,0,0.9478702992973301,0.8320164968988844,0.9879763547569621,117.16091880575442,0.42000000000000004
35,38821,0.02941763926228795,0,0.9423459084567923,0.8727046809613642,0.9869520659930249,134.97950561189177,0.43999999999999995
36,39821,0.021979675957608687,0,0.9269458816047501,0.7914703854793106,0.9778721399848251,141.20738225872702,0.45999999999999996
37,40821,0.029854040719667917,0,0.9399744297855854,0.85808685242612,0.9833242444537735,123.49058556890465,0.48
38,41821,0.03134523473074706,0,0.9449112734549507,0.8711419018443983,0.9919850658795186,130.83699270381703,0.52
39,42821,0.028027665077690438,0,0.9376957598692054,0.8520542728846703,0.9841754877024917,131.63370757969201,0.52
