rep,method,beta,ci_lo,ci_hi,p,div
0,Oracle,-2.5663593553779416,-5.342613140435036,0.20989442967915295,0.07001959387822101,0
0,Naive,-0.7493557190888033,-2.9025501457784957,1.4038387076008894,0.49517093341371354,0
0,StdRC,-1.0204773893896886,-3.9527112690063912,1.911756490227014,0.49517093341371354,0
0,GRC,-0.9465091460711218,-3.5575666849813934,1.66454839283915,0.4774018573712988,0
0,Bayesian,-1.3051145975348148,-3.123658755,0.35528903225000047,0.134,0
1,Oracle,-2.668993694323895,-4.957422233112765,-0.38056515553502557,0.022259784230699693,0
1,Naive,-1.323324145010469,-3.3082702959920542,0.6616220059711164,0.19132514077857066,0
1,StdRC,-1.9032610698570125,-4.758095049249026,0.951572909535001,0.1913251407785706,0
1,GRC,-1.6910072730589396,-4.288773915826315,0.9067593697084362,0.20201497542799754,0
1,Bayesian,-1.8472461153707,-3.4464737975,-0.2658743284999999,0.018,0
2,Oracle,0.3766715109933442,-2.016580007846536,2.7699230298332242,0.7577195429114113,0
2,Naive,0.6033107337758924,-1.2618989796488815,2.4685204472006665,0.5261072909814625,0
2,StdRC,0.8125789291558355,-1.699609279563762,3.3247671378754333,0.5261072909814624,0
2,GRC,0.6939765530184376,-1.7335899041812703,3.1215430102181454,0.5752738261629966,0
2,Bayesian,-0.0665900007022325,-1.74172872,1.5136752450000002,0.9615,0
3,Oracle,-2.9695439222655318,-6.2282868132748614,0.28919896874379747,0.07409506796886348,0
3,Naive,-2.172642472103949,-4.601900687106351,0.25661574289845346,0.07961533821857408,0
3,StdRC,-3.621455963487817,-7.670650325896155,0.4277383989205199,0.07961533821857399,0
3,GRC,-3.021435607230109,-6.54073741692424,0.4978662024640217,0.09243451267572665,0
3,Bayesian,-1.6998778276658884,-3.7687663775,0.2787231382500003,0.096,0
4,Oracle,0.18559725589968434,-2.4038233743489332,2.7750178861483024,0.8882801044946125,0
4,Naive,0.11352488653224807,-2.1274847943745105,2.3545345674390066,0.9209098469519873,0
4,StdRC,0.17263902494274652,-3.2352985473101734,3.580576597195666,0.9209098469519872,0
4,GRC,0.06668232471459679,-3.0200075251422427,3.153372174571436,0.966226494595376,0
4,Bayesian,-0.9157096347231175,-2.93767233,0.919031912750001,0.3575,0
5,Oracle,-0.545558951825776,-2.9984485872005218,1.90733068354897,0.6628911510561935,0
5,Naive,-1.1925750998580897,-3.139893993510462,0.7547437937942827,0.230015398198287,0
5,StdRC,-1.5968638475365269,-4.204333298532381,1.0106056034593276,0.230015398198287,0
