Method,Mean,Bias,RelBias,Cov,n
Oracle,-1.0169922287088955,-0.016992228708895496,-1.6992228708895496,96.0,100
Naive,-0.6112503685919577,0.3887496314080423,38.87496314080423,93.0,100
StdRC,-0.7850192245479753,0.21498077545202465,21.498077545202467,96.0,100
GRC,-0.7343945605814695,0.26560543941853054,26.560543941853055,96.0,100
Bayesian,-0.9534676030599532,0.04653239694004685,4.653239694004685,97.0,100
