Method,Mean,Bias,RelBias,Cov,n
Oracle,-1.1032251685544028,-0.10322516855440278,-10.322516855440277,94.0,100
Naive,-0.6882114485961054,0.3117885514038946,31.178855140389462,92.0,100
StdRC,-0.8344677809021995,0.16553221909780047,16.553221909780046,93.0,100
GRC,-0.8012608488838682,0.19873915111613183,19.873915111613183,92.0,100
Bayesian,-1.0144779735767262,-0.0144779735767262,-1.44779735767262,99.0,100
