rep,method,beta,se,ci_lo,ci_hi,p,div
0,Oracle,0.6039393678214265,1.4546192305064534,-2.247061935190589,3.4549406708334423,0.6780048268438189,0
0,Naive,0.136364018133762,0.9320082664889445,-1.6903386174781783,1.9630666537457022,0.8836750722957871,0
0,StdRC,0.20202406851157767,1.3807755481202109,-2.504246276537588,2.908294413560743,0.8836750722957873,0
0,GRC,0.08683926863103414,1.200736521132284,-2.26656106771016,2.4402396049722284,0.9423459208823363,0
0,Bayesian,-0.96587214139129,0.8132580636225233,-2.650024515,0.40242499049999964,0.234,0
1,Oracle,-2.4722181645667543,1.3749482265189579,-5.167067169151132,0.22263084001762312,0.07216994831571483,0
1,Naive,-2.0606314432247586,0.9939999208657171,-4.008835488757228,-0.11242739769228938,0.03816576292675723,0
1,StdRC,-2.6528911327516314,1.2796920015419089,-5.161041367077749,-0.14474089842551452,0.038165762926757114,0
1,GRC,-2.1490262166550798,1.121958948763242,-4.3480253483634534,0.049972915053294376,0.05543855288907446,0
1,Bayesian,-2.376678432516,0.8990198574513413,-4.19322371,-0.5777716620000005,0.008,0
2,Oracle,0.6740161462215314,1.222111642447604,-1.7212786580628645,3.069310950505927,0.5812788679282181,0
2,Naive,0.7022251616426242,0.8992617509952219,-1.0602954829824367,2.4647458062676852,0.43486676701552807,0
2,StdRC,0.9006835574060194,1.1534053707658822,-1.3599494288701774,3.1613165436822164,0.43486676701552807,0
2,GRC,0.713055980748063,1.0504927555986074,-1.3458719862454447,2.7719839477415706,0.4972757549118829,0
2,Bayesian,-0.27026767454699996,0.8572790070308162,-1.9952893749999998,1.1824734399999999,0.804,0
3,Oracle,-0.38224329751191566,1.2267208523763133,-2.786571987253766,2.0220853922299344,0.755346343521189,0
3,Naive,0.8152934825640539,0.8612200082400434,-0.8726667163517199,2.5032536814798276,0.343805578596763,0
3,StdRC,1.0437604691746851,1.1025568327079456,-1.1172112138414416,3.204732152190812,0.343805578596763,0
3,GRC,0.8170100776851474,1.0047180051923856,-1.1522010271108554,2.7862211824811505,0.4161185787216106,0
3,Bayesian,0.263562225006,0.6621213880580842,-1.0133446675,1.4987075524999993,0.686,0
4,Oracle,0.14624026599383716,1.0797616028872306,-1.9700535875543748,2.262534119542049,0.8922659370863512,0
4,Naive,-0.5545983597120426,0.7980844375347931,-2.1188151139021434,1.0096183944780583,0.48711052492255835,0
4,StdRC,-0.6644052309788897,0.9560999699607429,-2.538326737721773,1.209516275763994,0.487110524922558,0
4,GRC,-0.554523904138865,0.8761280530682913,-2.2717033339979134,1.1626555257201832,0.5267822066693686,0
4,Bayesian,-0.8067438203425,0.747951895896383,-2.36482102,0.6731236665,0.25,0
5,Oracle,-0.7578937274130408,1.194522101807854,-3.099114025693522,1.5833265708674407,0.5257712502283136,0
5,Naive,-0.5645701317306496,0.906721096783795,-2.3417108254495442,1.2125705619882452,0.5335143718814209,0
5,StdRC,-0.7784821765093399,1.250271973735844,-3.228970215911403,1.672005862892723,0.5335143718814209,0
5,GRC,-0.7225730104484995,1.1456948736739963,-2.968093700121699,1.5229476792246999,0.5282462581632286,0
5,Bayesian,-0.50567124893491,0.7423289000561818,-1.934330455,0.8938423887499997,0.502,3
6,Oracle,-2.1040302165602007,1.4554240128676514,-4.956608864015558,0.7485484308951564,0.1482760713193038,0
6,Naive,-2.0215223154352513,1.2275914328818271,-4.427557311613551,0.384512680743049,0.09961176681912813,0
6,StdRC,-2.691498018813698,1.6344414722934755,-5.8949444393475305,0.5119484017201348,0.09961176681912898,0
6,GRC,-2.052682126298263,1.4568035489645692,-4.907964614818951,0.8026003622224258,0.15882584658813542,0
6,Bayesian,-1.4913146207642,0.8816621764098359,-3.3487782999999998,0.10048421,0.068,0
7,Oracle,-2.589992940488288,1.8423319744708875,-6.200897258017794,1.0209113770412177,0.15977664584328177,0
7,Naive,-1.8065157371098142,1.287691078992607,-4.330343875148846,0.7173124009292176,0.16064343636686065,0
7,StdRC,-2.162344770078975,1.5413273258232105,-5.1832908170799,0.8586012769219509,0.16064343636686065,0
7,GRC,-1.8151862120375448,1.3989902636227314,-4.557156743460294,0.9267843193852043,0.1944601034676522,0
